Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) HIT_K2,Coverage (%) HIT_K4,Coverage (%) HIT_K6,Coverage (%) HCA_K2,Coverage (%) HCA_K4,Coverage (%) HCA_K6,Area HIT_K2,Area HIT_K4,Area HIT_K6,Area HCA_K2,Area HCA_K4,Area HCA_K6,#Peptides,#Unique,#Spec HIT_K2,#Spec HIT_K4,#Spec HIT_K6,#Spec HCA_K2,#Spec HCA_K4,#Spec HCA_K6,PTM,Avg. Mass,Description
1862,2290,Q9Y2W2|WBP11_HUMAN,189.61,9,8,6,5,8,6,6,4.7778E3,4.0277E3,3.0282E3,1.0801E4,6.4774E3,6.8446E3,6,6,14,13,8,18,9,10,,69998,WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1
2834,1538,P10586|PTPRF_HUMAN,189.51,5,2,3,2,1,2,0,2.379E3,2.5826E3,2.3388E3,1.1724E3,2.9305E2,,6,6,7,6,7,2,2,0,,212877,Receptor-type tyrosine-protein phosphatase F OS=Homo sapiens OX=9606 GN=PTPRF PE=1 SV=2
2193,1861,Q9BW91|NUDT9_HUMAN,189.51,23,13,5,13,9,16,19,8.0486E3,5.072E3,5.7167E3,1.3276E4,1.0335E4,1.1025E4,6,6,8,6,6,10,11,10,,39125,ADP-ribose pyrophosphatase  mitochondrial OS=Homo sapiens OX=9606 GN=NUDT9 PE=1 SV=1
1879,2076,Q9UHV9|PFD2_HUMAN,189.43,56,56,43,24,47,56,56,1.9887E4,6.748E3,4.8262E3,2.0502E4,1.5596E4,1.9436E4,6,6,14,12,6,11,14,14,,16648,Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1
1964,2944,O15126|SCAM1_HUMAN,189.43,14,10,14,14,14,14,14,4.7455E3,4.8743E3,5.7413E3,5.8505E3,4.0814E4,5.7972E3,3,3,12,9,11,12,9,11,,37920,Secretory carrier-associated membrane protein 1 OS=Homo sapiens OX=9606 GN=SCAMP1 PE=1 SV=2
1813,1778,O95487|SC24B_HUMAN,189.21,6,4,4,6,2,4,2,2.421E3,2.9734E3,2.9629E3,2.2752E3,4.1137E3,2.3957E3,5,4,16,9,17,16,10,7,Acetylation (Protein N-term); Deamidation (NQ),137417,Protein transport protein Sec24B OS=Homo sapiens OX=9606 GN=SEC24B PE=1 SV=2
1978,2221,P84095|RHOG_HUMAN,189.18,40,23,40,40,16,23,16,4.9564E3,7.5607E3,9.7304E3,4.0748E3,4.625E3,4.0889E3,5,4,9,16,15,8,9,6,Carbamidomethylation,21308,Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1
1012,1844,Q9H3N1|TMX1_HUMAN,189.12,28,25,25,25,21,25,28,3.8372E4,4.0684E4,3.9037E4,4.2287E4,4.0346E4,3.8302E4,7,7,27,37,33,35,27,31,Carbamidomethylation,31791,Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1
1454,1932,P51553|IDH3G_HUMAN,189.05,23,16,16,16,16,23,16,7.8356E3,1.2153E4,1.3001E4,1.0658E4,1.1321E4,9.5732E3,5,5,20,25,13,18,19,19,Carbamidomethylation,42794,Isocitrate dehydrogenase [NAD] subunit gamma  mitochondrial OS=Homo sapiens OX=9606 GN=IDH3G PE=1 SV=1
2026,2217,Q9H098|F107B_HUMAN,189.02,49,23,23,23,49,42,42,3.5344E3,3.6003E3,4.0283E3,1.4784E4,1.3098E4,9.3823E3,7,7,7,4,6,13,14,16,Acetylation (Protein N-term),15558,Protein FAM107B OS=Homo sapiens OX=9606 GN=FAM107B PE=1 SV=1
1488,1874,Q9Y639|NPTN_HUMAN,188.93,16,13,10,7,16,16,13,1.6242E4,1.0711E4,8.5637E3,2.7082E4,2.8567E4,2.2628E4,5,5,13,11,13,26,27,20,Carbamidomethylation; Deamidation (NQ),44387,Neuroplastin OS=Homo sapiens OX=9606 GN=NPTN PE=1 SV=2
2298,1925,Q14699|RFTN1_HUMAN,188.90,13,7,12,10,5,5,5,4.0488E3,2.9704E3,4.4717E3,1.0652E3,3.6571E3,2.9356E3,5,5,9,7,9,3,9,7,,63146,Raftlin OS=Homo sapiens OX=9606 GN=RFTN1 PE=1 SV=4
2114,1592,Q13630|FCL_HUMAN,188.88,45,20,24,36,11,11,14,6.7133E3,6.7461E3,7.8657E3,1.1661E3,9.2969E2,1.1699E3,8,8,14,10,9,15,2,5,Carbamidomethylation,35893,GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=GFUS PE=1 SV=1
1890,1770,P61421|VA0D1_HUMAN,188.88,31,6,15,21,17,20,19,8.6159E3,1.2986E4,1.4553E4,6.418E3,7.2946E3,5.5657E3,8,8,8,18,13,12,10,9,Carbamidomethylation,40329,V-type proton ATPase subunit d 1 OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1
1996,2368,Q9BY32|ITPA_HUMAN,188.88,42,30,37,37,16,23,27,6.8302E3,6.1116E3,7.435E3,3.4547E3,5.5502E3,3.3673E3,5,5,11,15,15,4,8,9,Carbamidomethylation,21446,Inosine triphosphate pyrophosphatase OS=Homo sapiens OX=9606 GN=ITPA PE=1 SV=2
1389,1300,Q9H307|PININ_HUMAN,188.86,12,9,7,7,9,12,10,1.0503E4,8.4797E3,8.0215E3,1.8817E4,1.8428E4,2.1331E4,7,7,26,14,8,22,27,26,,81628,Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5
1806,1573,O95486|SC24A_HUMAN,188.86,8,3,5,8,3,4,4,4.9216E2,2.3352E3,1.1301E3,1.5054E3,1.8935E3,1.4747E3,6,5,10,9,15,17,12,12,Carbamidomethylation; Deamidation (NQ),119749,Protein transport protein Sec24A OS=Homo sapiens OX=9606 GN=SEC24A PE=1 SV=2
1518,1907,Q12846|STX4_HUMAN,188.85,25,25,25,21,25,25,25,1.1933E4,8.1293E3,7.5997E3,1.4943E4,1.0619E4,1.2653E4,6,6,16,16,14,17,23,21,,34180,Syntaxin-4 OS=Homo sapiens OX=9606 GN=STX4 PE=1 SV=2
2371,1481,P46379|BAG6_HUMAN,188.80,11,1,3,10,4,2,3,4.6293E3,5.3428E3,1.0444E4,4.1684E3,5.5214E3,5.0737E3,7,7,2,8,12,7,6,6,,119409,Large proline-rich protein BAG6 OS=Homo sapiens OX=9606 GN=BAG6 PE=1 SV=2
2334,2091,Q8N4P3|MESH1_HUMAN,188.78,41,10,10,10,34,18,25,1.8823E3,1.315E3,7.3747E2,6.075E3,2.5824E3,3.0318E3,5,5,4,3,1,17,10,8,Acetylation (Protein N-term),20329,Guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1 OS=Homo sapiens OX=9606 GN=HDDC3 PE=1 SV=3
2271,2186,Q13505|MTX1_HUMAN,188.72,16,10,14,11,10,14,11,1.5452E3,3.9545E3,2.6089E3,2.9097E3,4.401E3,4.1701E3,5,5,4,12,7,5,9,9,,51463,Metaxin-1 OS=Homo sapiens OX=9606 GN=MTX1 PE=1 SV=3
2759,1212,Q5JTH9|RRP12_HUMAN,188.67,8,0,2,3,0,1,6,,1.7907E3,2.2486E3,,1.7325E3,2.3027E3,7,7,0,4,6,0,6,10,Carbamidomethylation,143702,RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2
2166,1431,Q96EE3|SEH1_HUMAN,188.63,27,14,18,14,5,14,17,2.7308E3,3.1445E3,2.4387E3,2.8833E3,3.4658E3,5.5578E3,6,6,10,10,11,5,8,8,Carbamidomethylation,39649,Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3
2261,1550,Q13616|CUL1_HUMAN,188.56,12,8,7,11,5,9,8,2.0624E3,1.9411E3,4.723E3,1.7506E3,3.246E3,3.9592E3,6,6,10,6,9,8,7,6,,89678,Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2
1870,1663,Q9BYD6|RM01_HUMAN,188.50,32,12,19,4,32,19,19,4.8063E3,6.0564E3,2.0056E3,1.1047E4,8.5936E3,9.5142E3,7,7,10,8,1,20,19,14,Carbamidomethylation; Deamidation (NQ),36909,39S ribosomal protein L1  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL1 PE=1 SV=2
2269,1798,Q9H074|PAIP1_HUMAN,188.46,16,5,7,11,8,7,5,1.9016E3,3.5693E3,3.4399E3,7.2847E3,4.0922E3,4.5825E3,6,6,5,5,7,9,10,10,Carbamidomethylation,53525,Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1
1446,1929,P36405|ARL3_HUMAN,188.40,61,45,45,32,33,61,33,1.0658E4,1.0765E4,9.3241E3,1.5485E4,1.5927E4,1.2337E4,7,7,19,17,13,21,22,23,Carbamidomethylation,20456,ADP-ribosylation factor-like protein 3 OS=Homo sapiens OX=9606 GN=ARL3 PE=1 SV=2
1517,1654,P13716|HEM2_HUMAN,188.37,25,18,18,18,25,18,18,1.0097E4,5.912E3,7.8053E3,1.6794E4,1.0829E4,1.0072E4,6,6,21,20,16,15,17,18,Carbamidomethylation; Acetylation (Protein N-term),36295,Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1
2454,959,Q14008|CKAP5_HUMAN,188.34,6,2,4,3,2,2,2,1.7455E3,3.1336E3,3.182E3,3.6311E3,1.9412E3,3.0811E3,8,8,5,8,5,9,5,5,,225493,Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3
1279,2322,Q9Y6M9|NDUB9_HUMAN,188.27,41,22,22,22,30,33,30,3.0624E4,4.2826E4,3.7456E4,4.6539E4,6.6231E4,5.2855E4,7,7,22,23,24,23,24,22,Carbamidomethylation; Acetylation (Protein N-term),21831,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens OX=9606 GN=NDUFB9 PE=1 SV=3
1495,2007,P16930|FAAA_HUMAN,188.11,15,12,12,12,12,13,15,9.5337E3,7.5438E3,5.3635E3,1.313E4,6.3763E3,9.9677E3,5,5,17,27,23,11,11,20,Carbamidomethylation,46374,Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2
1628,2859,P61513|RL37A_HUMAN,188.09,52,51,51,51,52,51,51,2.6879E4,3.7621E4,3.8596E4,2.6823E4,2.0677E4,2.503E4,5,5,16,14,16,17,18,13,Carbamidomethylation; Oxidation (M); Deamidation (NQ),10275,60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2
1993,3425,P61956|SUMO2_HUMAN,187.99,34,27,27,27,34,34,34,4.6028E2,2.4619E2,1.058E2,1.1986E4,3.4485E3,2.5822E3,5,4,11,5,5,17,12,12,Acetylation (Protein N-term); Deamidation (NQ),10871,Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3
2053,1057,Q13425|SNTB2_HUMAN,187.94,18,11,8,12,11,6,7,2.6364E3,3.6406E3,8.8389E3,4.3097E3,1.9957E3,2.9365E3,8,8,9,13,12,10,5,9,Carbamidomethylation,57950,Beta-2-syntrophin OS=Homo sapiens OX=9606 GN=SNTB2 PE=1 SV=1
1776,2240,Q3MHD2|LSM12_HUMAN,187.72,41,19,28,28,33,35,41,3.655E3,4.5153E3,5.88E3,5.8501E3,5.6422E3,7.7105E3,5,5,4,11,13,19,11,20,Carbamidomethylation; Acetylation (Protein N-term),21701,Protein LSM12 homolog OS=Homo sapiens OX=9606 GN=LSM12 PE=1 SV=2
1633,1986,O14929|HAT1_HUMAN,187.71,19,6,16,17,17,17,17,3.2174E3,6.474E3,5.0328E3,1.1806E4,9.3174E3,7.3069E3,6,6,6,16,12,20,18,21,Carbamidomethylation,49513,Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=1
1694,1520,Q8N8S7|ENAH_HUMAN,187.71,16,12,6,9,11,7,10,1.2326E4,8.7189E3,9.0856E3,9.4984E3,6.8689E3,8.4962E3,7,7,20,10,19,14,10,13,Carbamidomethylation,66510,Protein enabled homolog OS=Homo sapiens OX=9606 GN=ENAH PE=1 SV=2
1380,2488,Q96IJ6|GMPPA_HUMAN,187.64,15,11,11,12,14,14,14,7.1678E3,1.0133E4,1.0303E4,9.051E3,8.7811E3,9.0096E3,6,6,21,15,18,30,20,21,Carbamidomethylation,46291,Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens OX=9606 GN=GMPPA PE=1 SV=1
2101,2661,Q14318|FKBP8_HUMAN,187.55,14,10,7,10,3,11,11,3.0399E3,3.2205E3,2.9894E3,2.492E3,5.506E3,4.16E3,4,4,10,10,5,2,16,13,Carbamidomethylation,44562,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2
2222,2116,P43155|CACP_HUMAN,187.43,9,7,7,9,5,5,6,1.3433E3,2.4277E3,2.9758E3,7.3548E2,8.3246E2,1.0981E3,4,4,5,10,20,4,6,4,,70858,Carnitine O-acetyltransferase OS=Homo sapiens OX=9606 GN=CRAT PE=1 SV=5
1552,2269,Q9NUQ9|CYRIB_HUMAN,187.42,24,19,24,24,19,19,19,4.4831E3,5.0493E3,9.4877E3,2.4073E3,3.6347E3,4.006E3,5,4,22,15,22,12,18,14,,36748,CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1
2022,1716,O00505|IMA4_HUMAN,187.40,23,18,23,16,9,16,13,9.4908E3,8.1539E3,5.8882E3,7.6214E3,7.9606E3,9.404E3,6,5,16,12,13,7,7,6,Carbamidomethylation; Acetylation (Protein N-term),57811,Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2
1741,1198,P08572|CO4A2_HUMAN,187.35,5,4,2,3,3,3,3,1.8487E4,1.1468E4,1.5539E4,8.9045E3,7.1212E3,1.2459E4,7,7,16,13,11,11,14,15,Carbamidomethylation,167553,Collagen alpha-2(IV) chain OS=Homo sapiens OX=9606 GN=COL4A2 PE=1 SV=4
2384,1631,Q96I25|SPF45_HUMAN,187.00,23,3,10,2,20,16,11,3.4912E2,8.5661E2,1.0468E3,7.7213E3,4.3048E3,4.4895E3,8,8,4,3,1,15,9,8,Carbamidomethylation,44962,Splicing factor 45 OS=Homo sapiens OX=9606 GN=RBM17 PE=1 SV=1
1999,2457,O75223|GGCT_HUMAN,186.69,43,29,29,29,15,29,43,8.6187E3,8.2493E3,6.2034E3,4.2027E3,5.8417E3,7.8319E3,5,5,12,12,10,11,5,12,Carbamidomethylation; Deamidation (NQ),21008,Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1
2936,2634,Q9Y3A6|TMED5_HUMAN,186.66,28,10,10,24,10,14,14,4.2007E2,1.253E3,8.5269E2,1.6876E3,2.9028E3,2.6811E3,5,5,1,2,4,7,4,3,Carbamidomethylation,26005,Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TMED5 PE=1 SV=1
2082,1637,Q9Y5K5|UCHL5_HUMAN,186.58,27,8,9,3,19,12,8,2.4043E3,2.8642E3,2.8329E3,5.0724E3,5.0571E3,5.1189E3,8,8,6,7,7,15,10,12,,37607,Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens OX=9606 GN=UCHL5 PE=1 SV=3
1510,10543,P62899|RL31_HUMAN,186.56,26,26,26,18,26,18,26,5.0579E4,6.4213E4,5.5244E4,5.9823E4,5.3223E4,5.465E4,4,4,18,26,20,15,14,15,,14463,60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1
1998,1633,Q15257|PTPA_HUMAN,186.55,25,16,15,23,20,20,16,8.0864E3,7.6637E3,1.1287E4,1.6714E4,1.4395E4,1.3815E4,6,6,7,6,10,17,12,10,,40668,Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens OX=9606 GN=PTPA PE=1 SV=3
1828,1705,O95758|PTBP3_HUMAN,186.55,14,7,14,12,6,12,6,4.0472E3,4.9764E3,5.2933E3,5.6371E3,4.3602E3,4.7022E3,5,5,10,19,12,9,10,14,Carbamidomethylation,59690,Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2
1280,2510,O15400|STX7_HUMAN,186.50,23,23,23,23,20,23,23,3.3941E4,2.6136E4,2.9278E4,2.135E4,1.5038E4,2.133E4,5,5,26,24,21,22,20,25,Carbamidomethylation,29816,Syntaxin-7 OS=Homo sapiens OX=9606 GN=STX7 PE=1 SV=4
1922,1007,Q14155|ARHG7_HUMAN,186.45,21,12,9,7,9,5,6,5.4933E3,6.3673E3,5.4207E3,2.0616E3,5.0394E2,2.2156E3,11,10,15,13,19,5,7,7,Carbamidomethylation,90012,Rho guanine nucleotide exchange factor 7 OS=Homo sapiens OX=9606 GN=ARHGEF7 PE=1 SV=2
1265,1064,Q14141|SEPT6_HUMAN,186.43,26,19,17,13,23,20,18,1.001E3,1.6615E3,1.6614E3,6.4264E2,4.036E2,1.704E3,10,3,30,18,18,26,22,26,Carbamidomethylation; Deamidation (NQ),49717,Septin-6 OS=Homo sapiens OX=9606 GN=SEPTIN6 PE=1 SV=4
1737,2201,P53990|IST1_HUMAN,186.30,14,14,14,12,14,12,14,1.5237E4,9.0339E3,6.9891E3,1.6599E4,1.0488E4,1.8561E4,5,5,17,13,11,15,11,14,Carbamidomethylation,39751,IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1
1583,2143,Q12972|PP1R8_HUMAN,186.18,27,27,27,13,17,17,17,5.7081E3,7.6135E3,6.5587E3,9.6544E3,1.0427E4,9.8898E3,5,5,13,16,13,13,23,21,Carbamidomethylation; Acetylation (Protein N-term),38479,Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=2
2932,1107,O95352|ATG7_HUMAN,186.09,17,3,10,8,2,2,3,1.4051E2,2.1557E3,1.343E4,2.263E2,5.7426E2,3.0477E2,9,9,2,10,5,1,2,1,,77960,Ubiquitin-like modifier-activating enzyme ATG7 OS=Homo sapiens OX=9606 GN=ATG7 PE=1 SV=1
1480,2178,P60763|RAC3_HUMAN,186.00,42,34,30,34,30,22,37,,,,,1.22E2,8.4829E2,6,1,26,14,16,19,17,19,Carbamidomethylation; Deamidation (NQ),21379,Ras-related C3 botulinum toxin substrate 3 OS=Homo sapiens OX=9606 GN=RAC3 PE=1 SV=1
2100,2993,P05114|HMGN1_HUMAN,185.92,44,27,27,14,28,44,43,6.0459E3,3.9427E3,3.4214E3,1.3621E4,9.1527E3,7.7353E3,5,5,7,8,2,14,17,8,,10659,Non-histone chromosomal protein HMG-14 OS=Homo sapiens OX=9606 GN=HMGN1 PE=1 SV=3
2648,1704,Q8NFH5|NUP35_HUMAN,185.83,28,10,10,10,19,6,15,2.8342E3,1.5656E3,2.9381E3,5.121E3,9.4584E2,2.3401E3,6,6,4,3,7,9,4,3,Carbamidomethylation,34774,Nucleoporin NUP35 OS=Homo sapiens OX=9606 GN=NUP35 PE=1 SV=1
2156,2108,Q14161|GIT2_HUMAN,185.81,10,10,8,8,2,6,4,2.3614E3,4.117E3,3.8025E3,0,5.4396E2,5.9173E2,5,4,9,22,14,1,3,3,,84543,ARF GTPase-activating protein GIT2 OS=Homo sapiens OX=9606 GN=GIT2 PE=1 SV=2
1440,1891,Q8NFH3|NUP43_HUMAN,185.79,16,11,11,11,13,11,13,1.3491E4,9.4296E3,6.8682E3,1.7471E4,1.2989E4,1.269E4,5,5,22,22,8,23,23,18,,42151,Nucleoporin Nup43 OS=Homo sapiens OX=9606 GN=NUP43 PE=1 SV=1
1704,1134,Q10471|GALT2_HUMAN,185.74,21,13,18,13,15,15,15,5.6474E3,7.1523E3,5.1965E3,1.0468E4,1.2764E4,1.1094E4,8,8,17,15,11,15,15,12,Carbamidomethylation,64733,Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=GALNT2 PE=1 SV=1
2418,2246,P45954|ACDSB_HUMAN,185.64,17,7,17,12,8,8,8,1.6268E3,5.3361E3,3.9804E3,2.3257E3,3.0121E3,1.6664E3,4,4,3,7,7,9,9,4,Carbamidomethylation,47485,Short/branched chain specific acyl-CoA dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=ACADSB PE=1 SV=1
1974,1386,Q13510|ASAH1_HUMAN,185.59,27,27,25,25,0,0,0,2.9525E4,1.8814E4,1.4688E4,,,,8,8,26,19,18,0,0,0,Carbamidomethylation,44660,Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=5
2121,1483,Q13428|TCOF_HUMAN,185.50,6,4,4,6,3,3,2,4.7635E3,2.9612E3,5.5902E3,6.6113E3,4.3908E3,4.1931E3,6,6,11,9,11,9,7,7,Carbamidomethylation,152105,Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3
2705,2054,Q969G3|SMCE1_HUMAN,185.37,17,4,0,4,13,14,7,3.6577E2,,0,4.7426E3,3.119E3,2.0073E3,5,5,2,0,2,10,7,7,,46649,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1 PE=1 SV=2
1851,2943,Q9H4E5|RHOJ_HUMAN,185.36,24,19,12,19,19,24,24,2.1514E3,2.4958E3,3.0959E3,4.075E3,6.0718E3,7.1708E3,4,3,12,7,9,10,17,18,Carbamidomethylation,23821,Rho-related GTP-binding protein RhoJ OS=Homo sapiens OX=9606 GN=RHOJ PE=1 SV=1
1943,1896,P06280|AGAL_HUMAN,185.25,19,12,10,4,17,10,10,3.3286E3,4.6326E3,7.5186E2,6.5971E3,4.349E3,4.0981E3,7,7,14,15,1,16,10,9,Carbamidomethylation,48767,Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1
2034,2344,O00422|SAP18_HUMAN,185.21,49,7,30,30,30,39,30,9.1192E2,3.751E3,3.6413E3,4.8252E3,7.449E3,5.3848E3,5,5,2,12,7,8,16,15,,17561,Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1
1753,3144,Q01130|SRSF2_HUMAN,185.00,23,15,18,18,23,18,18,2.9047E4,3.1689E4,3.4567E4,5.0944E4,4.2457E4,3.6565E4,4,4,8,12,14,15,15,15,Acetylation (Protein N-term),25476,Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4
1775,1849,Q6UXN9|WDR82_HUMAN,184.96,24,16,24,20,20,20,20,6.2425E3,1.135E4,9.2378E3,8.5836E3,1.0204E4,9.8784E3,6,6,10,12,13,15,16,12,Carbamidomethylation; Deamidation (NQ),35079,WD repeat-containing protein 82 OS=Homo sapiens OX=9606 GN=WDR82 PE=1 SV=1
2757,1069,P23467|PTPRB_HUMAN,184.94,5,0,2,4,1,3,2,,2.2357E3,3.9706E3,1.4363E3,3.8587E3,2.9274E3,9,9,0,4,8,3,7,4,Carbamidomethylation,224300,Receptor-type tyrosine-protein phosphatase beta OS=Homo sapiens OX=9606 GN=PTPRB PE=1 SV=3
2069,1280,Q00537|CDK17_HUMAN,184.70,15,2,9,6,8,4,9,1.4717E3,7.7247E3,7.159E3,2.9516E3,3.6075E3,6.0914E3,7,7,4,12,8,8,8,17,,59582,Cyclin-dependent kinase 17 OS=Homo sapiens OX=9606 GN=CDK17 PE=1 SV=2
1909,2398,Q5T013|HYI_HUMAN,184.66,31,27,21,19,15,7,15,1.9171E4,1.2591E4,1.1718E4,5.7664E3,2.3596E3,4.2151E3,5,5,16,14,16,6,8,8,,30406,Putative hydroxypyruvate isomerase OS=Homo sapiens OX=9606 GN=HYI PE=1 SV=2
1197,1976,P40429|RL13A_HUMAN,184.64,28,28,28,28,22,28,28,5.2057E4,5.7124E4,6.3537E4,4.1851E4,4.3951E4,4.9331E4,6,6,31,30,23,23,20,26,Carbamidomethylation; Acetylation (Protein N-term),23577,60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2
1539,2645,P61086|UBE2K_HUMAN,184.60,27,15,15,15,27,20,20,8.5004E3,1.0881E4,2.3858E4,1.1672E4,1.2816E4,1.1606E4,5,5,10,20,17,19,22,16,Carbamidomethylation,22407,Ubiquitin-conjugating enzyme E2 K OS=Homo sapiens OX=9606 GN=UBE2K PE=1 SV=3
1933,3096,O43715|TRIA1_HUMAN,184.49,61,61,39,17,58,61,61,3.8565E3,1.4014E3,6.5472E2,7.5423E3,7.42E3,6.1223E3,4,4,8,4,7,13,17,17,Carbamidomethylation; Acetylation (Protein N-term),8786,TP53-regulated inhibitor of apoptosis 1 OS=Homo sapiens OX=9606 GN=TRIAP1 PE=1 SV=1
1838,1466,Q9H6Z4|RANB3_HUMAN,184.48,20,10,12,15,15,15,10,6.1286E3,8.6774E3,6.6987E3,1.4518E4,1.1186E4,8.9905E3,7,7,11,9,10,19,15,9,Carbamidomethylation; Acetylation (Protein N-term),60210,Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1
2388,1040,Q9Y608|LRRF2_HUMAN,184.39,16,7,3,4,11,7,11,1.3193E3,1.5214E2,1.3997E3,8.4662E3,5.0946E3,4.6237E3,9,8,5,2,3,12,9,9,Carbamidomethylation; Deamidation (NQ),82171,Leucine-rich repeat flightless-interacting protein 2 OS=Homo sapiens OX=9606 GN=LRRFIP2 PE=1 SV=1
1980,2906,Q9BTT0|AN32E_HUMAN,184.39,23,10,17,10,23,23,16,1.3259E4,1.2448E4,9.8872E3,1.6587E4,1.3399E4,1.5254E4,4,4,13,13,3,12,11,11,Carbamidomethylation,30692,Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1
2234,1358,P18084|ITB5_HUMAN,184.23,12,9,6,8,3,0,2,7.021E3,3.8715E3,4.714E3,6.5495E2,,1.7171E2,7,7,22,5,18,2,0,1,Carbamidomethylation,88054,Integrin beta-5 OS=Homo sapiens OX=9606 GN=ITGB5 PE=1 SV=1
2322,1814,Q5T1M5|FKB15_HUMAN,184.01,6,3,1,2,3,4,6,1.3443E3,1.0481E3,3.1205E3,2.6273E3,5.4606E3,6.5791E3,6,6,2,2,8,4,13,14,,133630,FK506-binding protein 15 OS=Homo sapiens OX=9606 GN=FKBP15 PE=1 SV=2
2072,2114,Q9BRP8|PYM1_HUMAN,183.98,31,0,0,0,31,23,23,,,,5.0971E3,4.8895E3,3.3683E3,4,4,0,0,0,15,19,23,,22656,Partner of Y14 and mago OS=Homo sapiens OX=9606 GN=PYM1 PE=1 SV=1
2052,1766,P09001|RM03_HUMAN,183.96,29,7,22,19,20,16,25,3.3528E2,3.8989E3,5.1546E3,6.4634E3,8.8306E3,1.0263E4,6,6,4,8,7,13,15,11,Carbamidomethylation,38633,39S ribosomal protein L3  mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1
1290,10495,P04732|MT1E_HUMAN,183.96,54,54,21,21,54,54,54,9.6793E2,,,4.0374E3,4.646E3,4.7892E3,3,1,29,15,14,31,24,24,Carbamidomethylation; Acetylation (Protein N-term),6014,Metallothionein-1E OS=Homo sapiens OX=9606 GN=MT1E PE=1 SV=1
